Backends,dask,pandas,duckdb,trino,snowflake,bigquery,clickhouse,postgres,polars,pyspark,mysql,impala,sqlite,mssql,datafusion
`Ln`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Log10`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Log2`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Log`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Lowercase`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`MapContains`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`MapGet`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`MapKeys`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`MapLength`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`MapMerge`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`MapValues`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`Map`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`Max`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Mean`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`MinRank`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Min`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Mode`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`Modulus`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`MultiQuantile`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`Multiply`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`NTile`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Negate`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`NotAll`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`NotAny`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`NotContains`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`NotEquals`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`NotExistsSubquery`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`NotNull`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Not`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`NthValue`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`NullIfZero`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`NullIf`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`NullLiteral`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Or`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`ParseURL`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`PercentRank`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Pi`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Power`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Quantile`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`RPad`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`RStrip`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Radians`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`RandomScalar`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`ReductionVectorizedUDF`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`RegexExtract`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified }
`RegexReplace`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`RegexSearch`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`Repeat`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Reverse`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Round`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`RowID`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-cancel:{ .cancel }
`RowNumber`,:material-cancel:{ .cancel },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`SearchedCase`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Sign`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`SimpleCase`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`Sin`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`SortKey`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`Sqrt`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified }
`StandardDev`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
`StartsWith`,:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-check-decagram:{ .verified },:material-cancel:{ .cancel }
